opener,avg_guesses,median_guesses,fails,max_guesses
wasms,4.187561,4.0,119,11
snaws,4.187561,4.0,137,10
munjs,4.187561,4.0,140,12
byked,4.187561,4.0,141,11
harsh,4.187561,4.0,152,12
srsly,4.187561,4.0,153,10
safes,4.187561,4.0,158,11
cryer,4.187561,4.0,159,12
funsy,4.187561,4.0,162,12
synes,4.187561,4.0,170,11
kivas,4.187561,4.0,171,12
yechs,4.187561,4.0,181,11
lurex,4.187561,4.0,185,13
fishy,4.187758,4.0,139,11
jugal,4.187758,4.0,148,11
imids,4.187758,4.0,149,12
celly,4.187758,4.0,154,12
acini,4.187758,4.0,161,12
basso,4.187758,4.0,165,11
nanty,4.187758,4.0,169,11
quran,4.187758,4.0,180,12
masha,4.187954,4.0,145,10
sokol,4.187954,4.0,152,11
dilly,4.187954,4.0,153,12
abaci,4.187954,4.0,158,11
gorge,4.187954,4.0,164,11
genin,4.187954,4.0,167,12
haith,4.187954,4.0,167,11
urger,4.187954,4.0,175,11
cheeb,4.188150,4.0,123,11
gawks,4.188150,4.0,139,11
banns,4.188150,4.0,157,11
dolly,4.188150,4.0,158,12
dryer,4.188150,4.0,161,11
comic,4.188346,4.0,148,12
xylan,4.188346,4.0,152,12
untax,4.188346,4.0,169,11
bousy,4.188346,4.0,178,11
vicus,4.188346,4.0,179,13
nawab,4.188542,4.0,120,10
skets,4.188542,4.0,153,11
skins,4.188542,4.0,154,11
snugs,4.188542,4.0,157,11
yeuch,4.188542,4.0,160,11
grosz,4.188542,4.0,162,11
dykes,4.188542,4.0,172,11
wives,4.188542,4.0,172,12
majos,4.188542,4.0,174,13
cinqs,4.188542,4.0,175,12
enurn,4.188542,4.0,178,12
azine,4.188542,4.0,193,12
noois,4.188542,4.0,199,12
exfil,4.188738,4.0,135,12
rebab,4.188738,4.0,152,11
aheap,4.188738,4.0,156,11
iddat,4.188738,4.0,166,11
users,4.188738,4.0,188,12
noxas,4.188738,4.0,189,12
kiasu,4.188738,4.0,195,11
becke,4.188935,4.0,124,12
bemix,4.188935,4.0,130,11
knive,4.188935,4.0,145,12
flail,4.188935,4.0,152,12
godso,4.188935,4.0,162,11
ewest,4.188935,4.0,168,11
logoi,4.188935,4.0,168,12
bwana,4.189131,4.0,122,10
wedge,4.189131,4.0,136,10
disks,4.189131,4.0,139,11
crick,4.189131,4.0,141,12
agbas,4.189131,4.0,144,11
booms,4.189131,4.0,147,12
rayah,4.189131,4.0,151,10
raker,4.189131,4.0,170,12
doxes,4.189131,4.0,186,12
sacks,4.189327,4.0,137,12
covey,4.189327,4.0,152,12
tewit,4.189327,4.0,154,10
gally,4.189327,4.0,159,11
jings,4.189327,4.0,164,12
afear,4.189327,4.0,166,12
iodin,4.189327,4.0,166,11
vacuo,4.189327,4.0,171,13
ainga,4.189327,4.0,181,12
causa,4.189327,4.0,195,13
bongo,4.189523,4.0,143,12
plups,4.189523,4.0,155,11
rutty,4.189523,4.0,156,11
urare,4.189523,4.0,192,12
bomoh,4.189719,4.0,108,11
apply,4.189719,4.0,132,12
wanky,4.189719,4.0,145,11
skers,4.189719,4.0,153,12
kalua,4.189719,4.0,170,13
inurn,4.189719,4.0,173,12
wheen,4.189916,4.0,126,10
slubb,4.189916,4.0,127,10
convo,4.189916,4.0,131,11
gowfs,4.189916,4.0,141,10
skool,4.189916,4.0,150,11
fetts,4.189916,4.0,168,12
tasty,4.189916,4.0,170,11
moxas,4.189916,4.0,177,13
smaak,4.190112,4.0,136,12
llama,4.190112,4.0,148,13
rioja,4.190112,4.0,175,12
klutz,4.190308,4.0,132,11
kheer,4.190308,4.0,149,12
horah,4.190308,4.0,166,11
yaars,4.190308,4.0,178,12
malax,4.190504,4.0,132,13
penny,4.190504,4.0,133,11
palla,4.190504,4.0,137,12
surfs,4.190504,4.0,140,11
moobs,4.190504,4.0,148,12
urbex,4.190504,4.0,148,11
chess,4.190504,4.0,154,10
fools,4.190504,4.0,159,12
hurra,4.190504,4.0,165,11
keels,4.190504,4.0,178,13
nines,4.190504,4.0,201,12
wifey,4.190700,4.0,131,11
delly,4.190700,4.0,163,12
durzi,4.190700,4.0,176,12
orixa,4.190700,4.0,176,12
benji,4.190897,4.0,142,11
obiit,4.190897,4.0,151,11
tuath,4.190897,4.0,159,10
jigot,4.190897,4.0,162,12
reave,4.190897,4.0,174,12
suids,4.190897,4.0,181,12
dados,4.190897,4.0,182,12
eughs,4.190897,4.0,184,11
zambo,4.191093,4.0,130,12
click,4.191093,4.0,137,12
bided,4.191093,4.0,141,11
raggs,4.191093,4.0,146,11
tofts,4.191093,4.0,151,11
awoke,4.191093,4.0,157,12
seven,4.191093,4.0,163,11
tinny,4.191093,4.0,163,11
belve,4.191289,4.0,139,12
fanga,4.191289,4.0,147,11
pipes,4.191289,4.0,167,12
sheas,4.191289,4.0,168,11
dunno,4.191289,4.0,171,10
idiot,4.191289,4.0,174,11
stook,4.191485,4.0,150,11
greve,4.191485,4.0,157,11
steys,4.191485,4.0,158,10
sechs,4.191485,4.0,159,11
tiyin,4.191485,4.0,162,11
ensky,4.191485,4.0,164,12
quorl,4.191485,4.0,172,13
utter,4.191485,4.0,193,12
thoft,4.191681,4.0,122,10
jambo,4.191681,4.0,125,12
veena,4.191681,4.0,152,12
abase,4.191681,4.0,179,12
nixes,4.191681,4.0,189,12
jalap,4.191878,4.0,127,12
putty,4.191878,4.0,131,10
crack,4.191878,4.0,142,13
feces,4.191878,4.0,177,13
gouks,4.191878,4.0,177,12
dadis,4.191878,4.0,188,12
wasps,4.192074,4.0,121,10
choky,4.192074,4.0,122,11
cutch,4.192074,4.0,123,11
thuja,4.192074,4.0,147,11
hoxed,4.192074,4.0,152,11
wrier,4.192074,4.0,154,10
twats,4.192074,4.0,159,11
exist,4.192074,4.0,186,12
smoko,4.192270,4.0,116,11
loppy,4.192270,4.0,130,11
frore,4.192270,4.0,158,11
dekes,4.192270,4.0,162,12
jedis,4.192270,4.0,173,11
vagus,4.192270,4.0,174,12
needy,4.192270,4.0,189,11
sabha,4.192466,4.0,143,10
mogos,4.192466,4.0,163,12
reive,4.192466,4.0,168,12
quarl,4.192466,4.0,179,13
ruers,4.192466,4.0,201,12
tippy,4.192662,4.0,132,11
mobos,4.192662,4.0,146,12
missy,4.192662,4.0,149,11
oribi,4.192662,4.0,157,11
synds,4.192662,4.0,157,11
nonic,4.192662,4.0,165,12
weeds,4.192662,4.0,168,11
yarrs,4.192662,4.0,168,11
lumme,4.192662,4.0,172,12
seiza,4.192662,4.0,189,12
bodoh,4.192859,4.0,122,10
mingi,4.192859,4.0,133,12
hoops,4.192859,4.0,145,11
khana,4.192859,4.0,146,11
pekes,4.192859,4.0,147,12
najib,4.192859,4.0,149,11
glazy,4.192859,4.0,154,11
ensew,4.192859,4.0,157,11
elegy,4.192859,4.0,158,11
mucky,4.193055,4.0,127,12
gutta,4.193055,4.0,165,11
goods,4.193055,4.0,173,11
hacky,4.193251,4.0,120,11
casks,4.193251,4.0,139,12
occam,4.193251,4.0,149,12
rabbi,4.193251,4.0,149,11
shuns,4.193251,4.0,163,10
kayos,4.193251,4.0,193,12
skims,4.193447,4.0,125,12
vauch,4.193447,4.0,141,12
wooed,4.193447,4.0,148,11
mimeo,4.193447,4.0,170,13
taxus,4.193447,4.0,181,12
luxer,4.193447,4.0,184,13
coxes,4.193447,4.0,194,12
touts,4.193447,4.0,195,12
howto,4.193643,4.0,127,10
whoot,4.193643,4.0,133,10
scaws,4.193643,4.0,139,11
berob,4.193643,4.0,157,11
aback,4.193840,4.0,119,11
sybow,4.193840,4.0,129,10
theft,4.194036,4.0,109,10
bribe,4.194036,4.0,156,11
mamie,4.194036,4.0,167,13
karoo,4.194036,4.0,172,13
usens,4.194036,4.0,188,11
dwell,4.194232,4.0,136,11
afoam,4.194232,4.0,139,11
inwit,4.194232,4.0,146,11
cobza,4.194232,4.0,148,12
ahull,4.194232,4.0,153,12
animi,4.194232,4.0,158,12
sauba,4.194232,4.0,163,11
paipe,4.194232,4.0,164,12
rolly,4.194232,4.0,165,11
ascus,4.194232,4.0,175,12
eyrie,4.194232,4.0,175,11
dozes,4.194232,4.0,193,12
hanch,4.194428,4.0,129,11
marra,4.194428,4.0,142,11
vogue,4.194428,4.0,168,11
poaka,4.194624,4.0,147,12
snook,4.194624,4.0,156,11
netty,4.194624,4.0,164,11
igloo,4.194624,4.0,175,12
memos,4.194624,4.0,181,13
doxie,4.194624,4.0,190,11
whyda,4.194820,4.0,123,10
thigh,4.194820,4.0,130,10
fovea,4.194820,4.0,158,11
pulps,4.194820,4.0,161,11
cushy,4.194820,4.0,163,11
conic,4.194820,4.0,165,12
zinco,4.194820,4.0,167,12
adage,4.194820,4.0,171,11
oxers,4.194820,4.0,175,13
noyau,4.194820,4.0,197,12
nazis,4.194820,4.0,200,12
swops,4.195017,4.0,130,10
gowks,4.195017,4.0,140,10
nylon,4.195017,4.0,152,12
allow,4.195017,4.0,155,11
durry,4.195017,4.0,159,10
lyssa,4.195017,4.0,159,12
tryst,4.195017,4.0,163,11
leves,4.195017,4.0,176,13
obese,4.195017,4.0,178,12
gosse,4.195017,4.0,181,11
zoris,4.195017,4.0,189,13
nones,4.195017,4.0,205,12
tusks,4.195213,4.0,137,11
bevel,4.195213,4.0,138,12
skids,4.195213,4.0,144,11
bilbo,4.195213,4.0,149,11
abbot,4.195213,4.0,150,11
keema,4.195213,4.0,150,13
jours,4.195213,4.0,173,13
roary,4.195213,4.0,181,11
coyau,4.195213,4.0,190,12
sensu,4.195213,4.0,199,11
yugas,4.195213,4.0,207,11
paska,4.195409,4.0,146,11
kaugh,4.195409,4.0,149,11
oldly,4.195409,4.0,149,12
hexad,4.195409,4.0,156,11
hecht,4.195605,4.0,126,10
mosks,4.195605,4.0,126,12
payee,4.195605,4.0,155,11
hebes,4.195605,4.0,170,11
osone,4.195605,4.0,193,12
baisa,4.195605,4.0,197,12
batty,4.195801,4.0,144,10
fauve,4.195801,4.0,146,12
flexo,4.195801,4.0,146,13
jarks,4.195801,4.0,151,13
dotty,4.195801,4.0,154,11
danny,4.195801,4.0,169,12
syens,4.195801,4.0,175,11
hutch,4.195998,4.0,122,11
flexi,4.195998,4.0,143,13
gadje,4.195998,4.0,144,11
skens,4.195998,4.0,148,11
hoods,4.195998,4.0,166,11
vasts,4.196194,4.0,148,11
ditzy,4.196194,4.0,150,11
zupan,4.196194,4.0,161,11
geyer,4.196194,4.0,186,11
culch,4.196390,4.0,127,11
smugs,4.196390,4.0,129,11
aimak,4.196390,4.0,137,12
munja,4.196390,4.0,153,12
upper,4.196390,4.0,160,12
ooids,4.196390,4.0,199,13
jambu,4.196586,4.0,119,10
radar,4.196586,4.0,155,11
benni,4.196586,4.0,156,11
aware,4.196586,4.0,173,12
bayou,4.196586,4.0,174,11
leeks,4.196586,4.0,181,13
deids,4.196586,4.0,184,12
kedgy,4.196782,4.0,143,11
makee,4.196782,4.0,144,13
jonty,4.196782,4.0,152,11
pukey,4.196782,4.0,155,12
upsee,4.196782,4.0,174,12
serry,4.196782,4.0,180,11
axone,4.196782,4.0,181,12
sighs,4.196979,4.0,146,11
froze,4.196979,4.0,152,11
mecum,4.196979,4.0,152,12
awato,4.196979,4.0,167,11
seres,4.196979,4.0,173,11
masks,4.197175,4.0,130,12
redry,4.197175,4.0,148,11
hejra,4.197175,4.0,165,12
grego,4.197175,4.0,166,11
fewer,4.197371,4.0,123,11
mahem,4.197371,4.0,138,12
mahua,4.197371,4.0,142,10
eched,4.197371,4.0,145,11
merry,4.197371,4.0,158,11
grigs,4.197371,4.0,167,11
ixora,4.197371,4.0,180,12
yowes,4.197371,4.0,186,11
aleye,4.197371,4.0,188,12
phutu,4.197567,4.0,109,11
prexy,4.197567,4.0,129,11
brujo,4.197567,4.0,136,11
sucky,4.197567,4.0,155,11
erred,4.197567,4.0,157,11
sofas,4.197567,4.0,166,11
rieve,4.197567,4.0,169,12
vatas,4.197567,4.0,169,12
akela,4.197567,4.0,172,12
seles,4.197567,4.0,186,12
xylem,4.197763,4.0,131,12
poohs,4.197763,4.0,147,11
riggs,4.197763,4.0,160,11
pepos,4.197763,4.0,166,12
raake,4.197763,4.0,181,12
mimes,4.197763,4.0,189,13
zimbs,4.197960,4.0,132,12
nexum,4.197960,4.0,147,12
ionic,4.197960,4.0,165,12
karri,4.197960,4.0,168,12
vouge,4.197960,4.0,174,11
cozes,4.197960,4.0,198,12
cheth,4.198156,4.0,122,11
toppy,4.198156,4.0,135,10
apeak,4.198156,4.0,143,12
dryad,4.198156,4.0,156,10
neive,4.198156,4.0,156,12
forex,4.198156,4.0,157,12
loofs,4.198156,4.0,158,12
jongs,4.198156,4.0,175,12
scuse,4.198156,4.0,183,12
eyres,4.198156,4.0,203,12
geasa,4.198156,4.0,213,12
civil,4.198352,4.0,132,13
sicks,4.198352,4.0,143,12
furor,4.198352,4.0,156,11
rawer,4.198352,4.0,156,11
pujas,4.198352,4.0,163,12
sonsy,4.198352,4.0,176,11
keens,4.198352,4.0,184,12
swoop,4.198548,4.0,124,10
spook,4.198548,4.0,128,10
wilis,4.198548,4.0,146,11
summa,4.198548,4.0,152,11
goory,4.198548,4.0,163,11
zoism,4.198548,4.0,163,12
unman,4.198548,4.0,165,11
adyta,4.198548,4.0,167,11
pomps,4.198744,4.0,140,12
unpen,4.198744,4.0,148,11
watts,4.198744,4.0,165,11
udyog,4.198744,4.0,169,10
peyse,4.198744,4.0,175,11
jutes,4.198744,4.0,183,12
aigas,4.198744,4.0,215,12
pulus,4.198941,4.0,159,11
blobs,4.198941,4.0,160,11
rifer,4.198941,4.0,160,11
avows,4.198941,4.0,167,12
tokos,4.198941,4.0,169,12
tawaf,4.199137,4.0,119,10
bulbs,4.199137,4.0,137,11
kreef,4.199137,4.0,138,12
wirer,4.199137,4.0,153,11
swies,4.199137,4.0,163,11
feued,4.199137,4.0,164,11
keeno,4.199137,4.0,178,12
revie,4.199333,4.0,171,12
elves,4.199333,4.0,173,13
polyp,4.199529,4.0,132,11
maddy,4.199529,4.0,133,10
pissy,4.199529,4.0,142,11
kapai,4.199529,4.0,146,12
frize,4.199529,4.0,155,11
hizen,4.199529,4.0,160,11
kufis,4.199529,4.0,164,12
roker,4.199529,4.0,167,12
nisus,4.199529,4.0,185,11
zaide,4.199529,4.0,191,12
guyse,4.199529,4.0,197,11
spoof,4.199725,4.0,124,9
panny,4.199725,4.0,147,11
unjam,4.199725,4.0,151,11
tenne,4.199725,4.0,159,11
ojime,4.199725,4.0,161,13
piezo,4.199725,4.0,161,12
tawts,4.199725,4.0,167,11
meism,4.199725,4.0,176,12
boose,4.199725,4.0,178,12
coxae,4.199725,4.0,178,13
vouch,4.199922,4.0,136,12
amici,4.199922,4.0,139,13
rojak,4.199922,4.0,155,12
merer,4.199922,4.0,156,12
unify,4.199922,4.0,158,12
occur,4.199922,4.0,162,13
heths,4.199922,4.0,168,10
envoy,4.199922,4.0,171,11
papes,4.199922,4.0,175,12
yokes,4.199922,4.0,195,12
howfs,4.200118,4.0,135,10
forze,4.200118,4.0,148,11
firie,4.200118,4.0,153,11
kapas,4.200118,4.0,154,12
choss,4.200118,4.0,161,11
wises,4.200118,4.0,164,11
quern,4.200118,4.0,196,12
conch,4.200314,4.0,137,11
makai,4.200314,4.0,140,11
dsobo,4.200314,4.0,144,11
havan,4.200314,4.0,146,11
evite,4.200314,4.0,157,12
iroko,4.200314,4.0,165,12
sycee,4.200314,4.0,179,11
noxes,4.200314,4.0,198,12
plaza,4.200510,4.0,130,12
bosom,4.200510,4.0,139,12
tammy,4.200510,4.0,139,11
skroo,4.200510,4.0,148,11
salas,4.200510,4.0,156,12
evets,4.200510,4.0,163,12
boyau,4.200510,4.0,175,11
sibia,4.200510,4.0,175,11
juste,4.200510,4.0,176,12
zigan,4.200510,4.0,182,12
lippy,4.200706,4.0,142,12
spays,4.200706,4.0,149,10
homos,4.200706,4.0,165,12
toyos,4.200706,4.0,180,11
momes,4.200706,4.0,186,13
hooly,4.200902,4.0,141,12
avale,4.200902,4.0,168,13
udder,4.200902,4.0,178,12
azide,4.200902,4.0,188,11
ulzie,4.200902,4.0,189,12
bidis,4.201099,4.0,148,12
weeps,4.201099,4.0,154,11
karez,4.201099,4.0,174,13
gazon,4.201099,4.0,179,11
skell,4.201295,4.0,141,11
yills,4.201295,4.0,170,12
bassi,4.201295,4.0,171,11
snyes,4.201295,4.0,172,11
booty,4.201491,4.0,135,10
venge,4.201491,4.0,139,11
sahab,4.201491,4.0,146,10
lupus,4.201491,4.0,154,11
canny,4.201491,4.0,162,12
akita,4.201491,4.0,172,12
secco,4.201491,4.0,172,12
momie,4.201491,4.0,173,13
nisei,4.201491,4.0,193,12
ensue,4.201491,4.0,206,12
cylix,4.201687,4.0,137,12
hullo,4.201687,4.0,163,11
diazo,4.201687,4.0,182,12
aguey,4.201687,4.0,191,11
ukase,4.201687,4.0,200,13
zinos,4.201687,4.0,200,12
pichi,4.201883,4.0,121,11
braxy,4.201883,4.0,133,11
blubs,4.201883,4.0,140,11
tikis,4.201883,4.0,157,12
jaups,4.201883,4.0,165,12
buses,4.201883,4.0,168,11
dreer,4.201883,4.0,170,12
inrun,4.201883,4.0,170,12
sakis,4.201883,4.0,171,12
nelly,4.201883,4.0,173,12
redux,4.201883,4.0,175,11
arvee,4.201883,4.0,176,13
cusso,4.201883,4.0,176,12
diode,4.201883,4.0,184,11
whirr,4.202080,4.0,126,10
billy,4.202080,4.0,136,11
kanae,4.202080,4.0,173,12
julia,4.202080,4.0,180,12
heavy,4.202276,4.0,145,11
belly,4.202276,4.0,149,11
harry,4.202276,4.0,151,11
ville,4.202276,4.0,155,12
hithe,4.202276,4.0,162,11
lyses,4.202276,4.0,173,12
eaver,4.202276,4.0,177,13
yoghs,4.202276,4.0,183,11
guana,4.202276,4.0,197,12
cinch,4.202472,4.0,143,11
hathi,4.202472,4.0,159,11
jingo,4.202472,4.0,167,11
akene,4.202472,4.0,168,12
ozena,4.202472,4.0,191,12
youse,4.202472,4.0,217,12
sowps,4.202668,4.0,131,10
virid,4.202668,4.0,139,11
tiffs,4.202668,4.0,146,11
shags,4.202668,4.0,153,10
wirra,4.202668,4.0,153,10
boyfs,4.202668,4.0,154,11
gemma,4.202864,4.0,145,12
pooka,4.202864,4.0,145,12
manny,4.202864,4.0,152,11
gadjo,4.202864,4.0,155,11
weise,4.202864,4.0,173,12
neefs,4.202864,4.0,183,12
eyers,4.202864,4.0,186,12
raffs,4.203061,4.0,140,11
oxime,4.203061,4.0,164,13
alley,4.203061,4.0,178,12
nonis,4.203061,4.0,201,12
fulla,4.203257,4.0,156,12
genii,4.203257,4.0,167,12
tavas,4.203257,4.0,172,12
quits,4.203257,4.0,183,12
squat,4.203257,4.0,186,11
bitty,4.203453,4.0,144,11
emyde,4.203453,4.0,152,11
wases,4.203453,4.0,161,11
koori,4.203453,4.0,162,13
yocks,4.203453,4.0,172,12
oopak,4.203649,4.0,137,11
wahey,4.203649,4.0,142,10
knell,4.203649,4.0,150,12
bykes,4.203649,4.0,154,11
wauks,4.203649,4.0,156,12
grogs,4.203649,4.0,169,11
reses,4.203649,4.0,169,11
veers,4.203649,4.0,186,13
yikes,4.203649,4.0,200,12
stiff,4.203845,4.0,127,10
smews,4.203845,4.0,138,11
wrawl,4.203845,4.0,141,11
nieve,4.203845,4.0,162,12
views,4.203845,4.0,171,12
asyla,4.203845,4.0,174,12
kolos,4.203845,4.0,174,12
pluff,4.204042,4.0,102,11
dawah,4.204042,4.0,119,10
cleck,4.204042,4.0,128,12
scugs,4.204042,4.0,150,11
doofs,4.204042,4.0,155,11
salsa,4.204042,4.0,157,12
katti,4.204042,4.0,160,12
avail,4.204042,4.0,171,13
eches,4.204042,4.0,175,12
touze,4.204042,4.0,176,12
varia,4.204042,4.0,178,13
aviso,4.204042,4.0,212,13
iambi,4.204238,4.0,130,10
bebop,4.204238,4.0,134,10
tommy,4.204238,4.0,138,11
abash,4.204238,4.0,145,11
honan,4.204238,4.0,170,11
kotos,4.204238,4.0,175,12
aioli,4.204238,4.0,195,12
warez,4.204434,4.0,154,12
koros,4.204434,4.0,168,13
jaune,4.204434,4.0,178,12
krewe,4.204630,4.0,131,11
hodja,4.204630,4.0,145,11
basha,4.204630,4.0,153,11
askew,4.204630,4.0,155,11
bocca,4.204630,4.0,157,12
fease,4.204630,4.0,191,12
unpin,4.204826,4.0,154,12
wadas,4.204826,4.0,154,11
eaved,4.205023,4.0,150,12
amahs,4.205023,4.0,157,12
tatar,4.205023,4.0,164,12
edges,4.205023,4.0,182,11
hight,4.205219,4.0,128,11
vills,4.205219,4.0,153,12
halsh,4.205219,4.0,154,12
cutty,4.205219,4.0,155,11
hulls,4.205219,4.0,162,11
kanas,4.205219,4.0,196,12
wheep,4.205415,4.0,106,10
wazir,4.205415,4.0,153,12
sabji,4.205415,4.0,157,11
ackee,4.205611,4.0,148,13
meves,4.205611,4.0,157,13
zings,4.205611,4.0,175,12
fugio,4.205611,4.0,180,11
joule,4.205611,4.0,192,12
izars,4.205611,4.0,198,13
swell,4.205807,4.0,145,10
styte,4.205807,4.0,155,10
rasas,4.205807,4.0,159,11
peeoy,4.205807,4.0,161,11
shoyu,4.205807,4.0,177,10
gager,4.205807,4.0,179,12
keeps,4.206004,4.0,158,12
sikas,4.206004,4.0,171,12
yuked,4.206004,4.0,183,11
paips,4.206004,4.0,186,12
klick,4.206200,4.0,138,12
smush,4.206200,4.0,144,11
yarfa,4.206200,4.0,153,11
nabob,4.206200,4.0,159,11
unkey,4.206200,4.0,173,11
woons,4.206200,4.0,176,11
scows,4.206396,4.0,145,11
posho,4.206396,4.0,150,11
bocce,4.206396,4.0,156,12
cecum,4.206396,4.0,156,12
naeve,4.206396,4.0,157,12
basks,4.206592,4.0,133,11
bubal,4.206592,4.0,146,11
punji,4.206592,4.0,146,12
ummed,4.206592,4.0,159,12
curry,4.206592,4.0,165,11
livid,4.206788,4.0,148,12
knurr,4.206788,4.0,149,11
jarta,4.206788,4.0,155,12
cumec,4.206788,4.0,164,13
vygie,4.206788,4.0,164,11
aggro,4.206788,4.0,180,12
howdy,4.206985,4.0,133,10
jowed,4.206985,4.0,134,11
kedge,4.206985,4.0,137,11
hevel,4.206985,4.0,150,12
sypes,4.206985,4.0,155,10
fatwa,4.207181,4.0,120,10
mixup,4.207181,4.0,126,12
hunky,4.207181,4.0,137,11
dewax,4.207181,4.0,138,11
bushy,4.207181,4.0,146,11
syncs,4.207181,4.0,151,11
chace,4.207181,4.0,159,12
shogs,4.207181,4.0,162,10
aahed,4.207181,4.0,173,11
zupas,4.207181,4.0,174,12
dusky,4.207181,4.0,179,11
zombi,4.207377,4.0,124,11
bisks,4.207377,4.0,137,11
murry,4.207377,4.0,148,11
unban,4.207377,4.0,153,11
donny,4.207377,4.0,157,10
kanga,4.207377,4.0,158,11
herye,4.207377,4.0,171,11
usurp,4.207573,4.0,133,12
gooly,4.207573,4.0,166,11
ishes,4.207573,4.0,168,11
agood,4.207573,4.0,174,11
quats,4.207573,4.0,186,12
unsee,4.207573,4.0,219,12
staff,4.207769,4.0,133,10
hatty,4.207769,4.0,142,10
twite,4.207769,4.0,164,11
helve,4.207965,4.0,146,12
rotor,4.207965,4.0,147,11
peeks,4.207965,4.0,160,12
towts,4.207965,4.0,161,11
kadai,4.207965,4.0,166,10
enews,4.207965,4.0,170,11
dosed,4.207965,4.0,184,12
waxen,4.208162,4.0,144,11
mieve,4.208162,4.0,151,13
jehad,4.208162,4.0,163,11
kamas,4.208162,4.0,164,13
cudda,4.208162,4.0,171,12
popes,4.208162,4.0,178,12
yedes,4.208162,4.0,187,11
xylic,4.208358,4.0,138,12
malam,4.208358,4.0,144,13
woxen,4.208358,4.0,146,11
pawas,4.208358,4.0,147,11
junco,4.208358,4.0,163,12
toity,4.208358,4.0,171,11
onsen,4.208358,4.0,197,12
caboc,4.208554,4.0,152,12
sieve,4.208554,4.0,170,12
oboes,4.208554,4.0,181,11
hakam,4.208750,4.0,118,10
mambo,4.208750,4.0,143,12
druxy,4.208750,4.0,149,10
ommin,4.208750,4.0,156,12
fixer,4.208750,4.0,163,12
kybos,4.208750,4.0,163,11
nancy,4.208750,4.0,164,12
deevs,4.208750,4.0,165,12
jowar,4.208946,4.0,151,12
cozie,4.208946,4.0,183,12
quate,4.208946,4.0,184,12
looey,4.208946,4.0,193,13
casco,4.208946,4.0,196,13
hench,4.209143,4.0,129,11
knoop,4.209143,4.0,136,11
cuppa,4.209143,4.0,141,12
washy,4.209143,4.0,149,10
furrs,4.209143,4.0,152,11
ettle,4.209143,4.0,162,11
sakai,4.209143,4.0,174,12
frory,4.209339,4.0,134,11
mazar,4.209339,4.0,144,13
gizmo,4.209339,4.0,155,11
torot,4.209339,4.0,159,11
facia,4.209339,4.0,160,12
emmas,4.209339,4.0,161,13
chewy,4.209535,4.0,132,10
mauka,4.209535,4.0,154,11
burqa,4.209535,4.0,156,12
fossa,4.209535,4.0,168,11
haiku,4.209535,4.0,170,12
drere,4.209535,4.0,175,11
joual,4.209535,4.0,183,12
qadis,4.209535,4.0,194,12
upful,4.209731,4.0,99,11
spews,4.209731,4.0,136,11
fleek,4.209731,4.0,140,12
gamme,4.209731,4.0,142,12
icily,4.209731,4.0,146,13
bacco,4.209731,4.0,152,12
vexil,4.209731,4.0,155,12
sulks,4.209731,4.0,159,11
favus,4.209731,4.0,161,12
oohed,4.209731,4.0,178,11
savoy,4.209731,4.0,181,11
pollo,4.209927,4.0,135,11
hooty,4.209927,4.0,143,10
cyclo,4.209927,4.0,149,12
iddut,4.209927,4.0,160,11
outgo,4.209927,4.0,167,11
pipas,4.209927,4.0,180,12
sayee,4.209927,4.0,191,11
uveas,4.209927,4.0,200,13
spivs,4.210124,4.0,126,11
embox,4.210124,4.0,128,12
briki,4.210124,4.0,137,11
howks,4.210124,4.0,139,11
wilja,4.210124,4.0,139,11
ficin,4.210124,4.0,140,12
imino,4.210124,4.0,164,12
seers,4.210124,4.0,173,12
testy,4.210124,4.0,176,11
telex,4.210320,4.0,161,12
linny,4.210320,4.0,170,13
bunje,4.210516,4.0,143,11
jupon,4.210516,4.0,151,12
refix,4.210516,4.0,155,11
hazed,4.210516,4.0,164,11
sakes,4.210516,4.0,172,12
gadid,4.210516,4.0,175,11
ouzel,4.210516,4.0,194,13
vatha,4.210712,4.0,128,12
bombe,4.210712,4.0,140,12
calla,4.210712,4.0,154,13
debye,4.210712,4.0,157,11
judas,4.210712,4.0,171,12
patta,4.210908,4.0,148,11
teene,4.210908,4.0,161,11
ginzo,4.210908,4.0,180,11
nongs,4.210908,4.0,189,12
kapha,4.211105,4.0,116,12
mappy,4.211105,4.0,124,11
botty,4.211105,4.0,137,10
jibes,4.211105,4.0,178,12
yetts,4.211105,4.0,180,11
yirrs,4.211105,4.0,180,12
shiso,4.211105,4.0,186,11
bobac,4.211301,4.0,154,11
imide,4.211301,4.0,163,12
sokes,4.211301,4.0,168,12
sikes,4.211301,4.0,182,12
rooks,4.211497,4.0,167,12
reggo,4.211497,4.0,177,11
squit,4.211497,4.0,177,11
yagna,4.211497,4.0,178,11
leggo,4.211497,4.0,179,12
guess,4.211497,4.0,182,11
jures,4.211497,4.0,204,13
acmic,4.211693,4.0,144,13
gippo,4.211693,4.0,144,10
desks,4.211693,4.0,147,11
ology,4.211693,4.0,161,11
narra,4.211693,4.0,175,11
vacui,4.211693,4.0,177,13
kievs,4.211693,4.0,178,13
leses,4.211693,4.0,179,12
xerus,4.211693,4.0,202,12
sowms,4.211889,4.0,131,11
lazar,4.211889,4.0,157,13
baize,4.211889,4.0,175,12
betty,4.212086,4.0,145,10
berry,4.212086,4.0,146,11
holly,4.212086,4.0,150,11
